quarks,B,S,J,status,dE
uuubD,1.0,0,1.5,Allowed,-94.4814255
uuubD,1.0,0,2.5,Allowed,-94.2332325
uuubS,1.0,1,0.5,Allowed,-94.6177845
uuubS,1.0,1,1.5,Allowed,-94.3695915
uuubS,1.0,1,2.5,Allowed,-94.1213985
uuubC,1.0,0,0.5,Allowed,-93.4496185
uuubC,1.0,0,1.5,Allowed,-93.2014255
uuubC,1.0,0,2.5,Allowed,-92.9532325
uuubB,1.0,0,0.5,Allowed,-90.54961850000001
uuubB,1.0,0,1.5,Allowed,-90.3014255
uuubB,1.0,0,2.5,Allowed,-90.05323250000001
uuuUU,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uuuUU,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uuuUU,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uuuUD,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uuuUD,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uuuUD,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uuuUS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
uuuUS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
uuuUS,0.3333333333333333,1,2.5,Energy,0.5225015000000002
uuuUC,0.3333333333333333,0,0.5,Allowed,-97.7277185
uuuUC,0.3333333333333333,0,1.5,Allowed,-97.4795255
uuuUC,0.3333333333333333,0,2.5,Allowed,-97.2313325
uuuUB,0.3333333333333333,0,0.5,Allowed,-94.8277185
uuuUB,0.3333333333333333,0,1.5,Allowed,-94.5795255
uuuUB,0.3333333333333333,0,2.5,Allowed,-94.3313325
uuuDD,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uuuDD,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uuuDD,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uuuDS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
uuuDS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
uuuDS,0.3333333333333333,1,2.5,Energy,0.5225015000000002
uuuDC,0.3333333333333333,0,0.5,Allowed,-97.7277185
uuuDC,0.3333333333333333,0,1.5,Allowed,-97.4795255
uuuDC,0.3333333333333333,0,2.5,Allowed,-97.2313325
uuuDB,0.3333333333333333,0,0.5,Allowed,-94.8277185
uuuDB,0.3333333333333333,0,1.5,Allowed,-94.5795255
uuuDB,0.3333333333333333,0,2.5,Allowed,-94.3313325
uuuSS,0.3333333333333333,2,0.5,Energy,0.1379495000000004
uuuSS,0.3333333333333333,2,1.5,Energy,0.3861425000000003
uuuSS,0.3333333333333333,2,2.5,Energy,0.6343355000000004
uuuSC,0.3333333333333333,1,0.5,Allowed,-97.61588449999999
uuuSC,0.3333333333333333,1,1.5,Allowed,-97.3676915
uuuSC,0.3333333333333333,1,2.5,Allowed,-97.1194985
uuuSB,0.3333333333333333,1,0.5,Allowed,-94.7158845
uuuSB,0.3333333333333333,1,1.5,Allowed,-94.4676915
uuuSB,0.3333333333333333,1,2.5,Allowed,-94.2194985
uuuCC,0.3333333333333333,0,0.5,Allowed,-96.4477185
uuuCC,0.3333333333333333,0,1.5,Allowed,-96.1995255
uuuCC,0.3333333333333333,0,2.5,Allowed,-95.9513325
uuuCB,0.3333333333333333,0,0.5,Allowed,-93.5477185
uuuCB,0.3333333333333333,0,1.5,Allowed,-93.2995255
uuuCB,0.3333333333333333,0,2.5,Allowed,-93.0513325
uuuBB,0.3333333333333333,0,0.5,Allowed,-90.6477185
uuuBB,0.3333333333333333,0,1.5,Allowed,-90.3995255
uuuBB,0.3333333333333333,0,2.5,Allowed,-90.1513325
uuddd,1.6666666666666667,0,0.5,Energy,0.11048150000000034
uuddd,1.6666666666666667,0,1.5,Energy,0.3586745
uuddd,1.6666666666666667,0,2.5,Energy,0.6068675000000001
uudds,1.6666666666666667,-1,0.5,Allowed,-0.0013524999999998677
uudds,1.6666666666666667,-1,1.5,Energy,0.24684050000000046
uudds,1.6666666666666667,-1,2.5,Energy,0.4950335000000001
uuddc,1.6666666666666667,0,0.5,Allowed,-97.5315185
uuddc,1.6666666666666667,0,1.5,Allowed,-97.2833255
uuddc,1.6666666666666667,0,2.5,Allowed,-97.0351325
uuddb,1.6666666666666667,0,0.5,Allowed,-94.6315185
uuddb,1.6666666666666667,0,1.5,Allowed,-94.3833255
uuddb,1.6666666666666667,0,2.5,Allowed,-94.1351325
uuddU,1.0,0,0.5,Energy,0.012381500000000267
uuddU,1.0,0,1.5,Energy,0.26057450000000015
uuddU,1.0,0,2.5,Energy,0.5087675000000003
uuddD,1.0,0,0.5,Energy,0.012381500000000267
uuddD,1.0,0,1.5,Energy,0.26057450000000015
uuddD,1.0,0,2.5,Energy,0.5087675000000003
uuddS,1.0,1,0.5,Energy,0.12421550000000048
uuddS,1.0,1,1.5,Energy,0.37240850000000036
uuddS,1.0,1,2.5,Energy,0.6206015000000005
uuddC,1.0,0,0.5,Allowed,-97.6296185
uuddC,1.0,0,1.5,Allowed,-97.3814255
uuddC,1.0,0,2.5,Allowed,-97.1332325
uuddB,1.0,0,0.5,Allowed,-94.7296185
uuddB,1.0,0,1.5,Allowed,-94.4814255
uuddB,1.0,0,2.5,Allowed,-94.2332325
uudss,1.6666666666666667,-2,0.5,Allowed,-0.11318649999999975
uudss,1.6666666666666667,-2,1.5,Energy,0.13500650000000025
uudss,1.6666666666666667,-2,2.5,Energy,0.38319950000000014
uudsc,1.6666666666666667,-1,0.5,Allowed,-97.6433525
uudsc,1.6666666666666667,-1,1.5,Allowed,-97.3951595
uudsc,1.6666666666666667,-1,2.5,Allowed,-97.1469665
uudsb,1.6666666666666667,-1,0.5,Allowed,-94.7433525
uudsb,1.6666666666666667,-1,1.5,Allowed,-94.4951595
uudsb,1.6666666666666667,-1,2.5,Allowed,-94.2469665
uudsU,1.0,-1,0.5,Allowed,-0.09945249999999983
uudsU,1.0,-1,1.5,Energy,0.14874050000000016
uudsU,1.0,-1,2.5,Energy,0.39693350000000027
uudsD,1.0,-1,0.5,Allowed,-0.09945249999999983
uudsD,1.0,-1,1.5,Energy,0.14874050000000016
uudsD,1.0,-1,2.5,Energy,0.39693350000000027
uudsS,1.0,0,0.5,Energy,0.012381500000000267
uudsS,1.0,0,1.5,Energy,0.26057450000000015
uudsS,1.0,0,2.5,Energy,0.5087675000000003
uudsC,1.0,-1,0.5,Allowed,-97.7414525
uudsC,1.0,-1,1.5,Allowed,-97.4932595
uudsC,1.0,-1,2.5,Allowed,-97.24506650000001
uudsB,1.0,-1,0.5,Allowed,-94.8414525
uudsB,1.0,-1,1.5,Allowed,-94.5932595
uudsB,1.0,-1,2.5,Allowed,-94.3450665
uudcc,1.6666666666666667,0,0.5,Allowed,-96.3315185
uudcc,1.6666666666666667,0,1.5,Allowed,-96.0833255
uudcc,1.6666666666666667,0,2.5,Allowed,-95.8351325
uudcb,1.6666666666666667,0,0.5,Allowed,-93.3515185
uudcb,1.6666666666666667,0,1.5,Allowed,-93.1033255
uudcb,1.6666666666666667,0,2.5,Allowed,-92.8551325
uudcU,1.0,0,0.5,Allowed,-97.6296185
uudcU,1.0,0,1.5,Allowed,-97.3814255
uudcU,1.0,0,2.5,Allowed,-97.1332325
uudcD,1.0,0,0.5,Allowed,-97.6296185
uudcD,1.0,0,1.5,Allowed,-97.3814255
uudcD,1.0,0,2.5,Allowed,-97.1332325
uudcS,1.0,1,0.5,Allowed,-97.5177845
uudcS,1.0,1,1.5,Allowed,-97.2695915
uudcS,1.0,1,2.5,Allowed,-97.0213985
uudcC,1.0,0,0.5,Allowed,-96.3496185
uudcC,1.0,0,1.5,Allowed,-96.1014255
uudcC,1.0,0,2.5,Allowed,-95.8532325
uudcB,1.0,0,0.5,Allowed,-93.4496185
uudcB,1.0,0,1.5,Allowed,-93.2014255
uudcB,1.0,0,2.5,Allowed,-92.9532325
uudbb,1.6666666666666667,0,0.5,Allowed,-90.6115185
uudbb,1.6666666666666667,0,1.5,Allowed,-90.3633255
uudbb,1.6666666666666667,0,2.5,Allowed,-90.1151325
uudbU,1.0,0,0.5,Allowed,-94.7296185
uudbU,1.0,0,1.5,Allowed,-94.4814255
uudbU,1.0,0,2.5,Allowed,-94.2332325
uudbD,1.0,0,0.5,Allowed,-94.7296185
uudbD,1.0,0,1.5,Allowed,-94.4814255
uudbD,1.0,0,2.5,Allowed,-94.2332325
uudbS,1.0,1,0.5,Allowed,-94.6177845
uudbS,1.0,1,1.5,Allowed,-94.3695915
uudbS,1.0,1,2.5,Allowed,-94.1213985
uudbC,1.0,0,0.5,Allowed,-93.4496185
uudbC,1.0,0,1.5,Allowed,-93.2014255
uudbC,1.0,0,2.5,Allowed,-92.9532325
uudbB,1.0,0,0.5,Allowed,-90.54961850000001
uudbB,1.0,0,1.5,Allowed,-90.3014255
uudbB,1.0,0,2.5,Allowed,-90.05323250000001
uudUU,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uudUU,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uudUU,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uudUD,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uudUD,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uudUD,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uudUS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
uudUS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
uudUS,0.3333333333333333,1,2.5,Energy,0.5225015000000002
uudUC,0.3333333333333333,0,0.5,Allowed,-97.7277185
uudUC,0.3333333333333333,0,1.5,Allowed,-97.4795255
uudUC,0.3333333333333333,0,2.5,Allowed,-97.2313325
uudUB,0.3333333333333333,0,0.5,Allowed,-94.8277185
uudUB,0.3333333333333333,0,1.5,Allowed,-94.5795255
uudUB,0.3333333333333333,0,2.5,Allowed,-94.3313325
uudDD,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uudDD,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uudDD,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uudDS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
uudDS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
uudDS,0.3333333333333333,1,2.5,Energy,0.5225015000000002
uudDC,0.3333333333333333,0,0.5,Allowed,-97.7277185
uudDC,0.3333333333333333,0,1.5,Allowed,-97.4795255
uudDC,0.3333333333333333,0,2.5,Allowed,-97.2313325
uudDB,0.3333333333333333,0,0.5,Allowed,-94.8277185
uudDB,0.3333333333333333,0,1.5,Allowed,-94.5795255
uudDB,0.3333333333333333,0,2.5,Allowed,-94.3313325
uudSS,0.3333333333333333,2,0.5,Energy,0.1379495000000004
uudSS,0.3333333333333333,2,1.5,Energy,0.3861425000000003
uudSS,0.3333333333333333,2,2.5,Energy,0.6343355000000004
uudSC,0.3333333333333333,1,0.5,Allowed,-97.61588449999999
uudSC,0.3333333333333333,1,1.5,Allowed,-97.3676915
uudSC,0.3333333333333333,1,2.5,Allowed,-97.1194985
uudSB,0.3333333333333333,1,0.5,Allowed,-94.7158845
uudSB,0.3333333333333333,1,1.5,Allowed,-94.4676915
uudSB,0.3333333333333333,1,2.5,Allowed,-94.2194985
uudCC,0.3333333333333333,0,0.5,Allowed,-96.4477185
uudCC,0.3333333333333333,0,1.5,Allowed,-96.1995255
uudCC,0.3333333333333333,0,2.5,Allowed,-95.9513325
uudCB,0.3333333333333333,0,0.5,Allowed,-93.5477185
uudCB,0.3333333333333333,0,1.5,Allowed,-93.2995255
uudCB,0.3333333333333333,0,2.5,Allowed,-93.0513325
uudBB,0.3333333333333333,0,0.5,Allowed,-90.6477185
uudBB,0.3333333333333333,0,1.5,Allowed,-90.3995255
uudBB,0.3333333333333333,0,2.5,Allowed,-90.1513325
uusss,1.6666666666666667,-3,0.5,Allowed,-0.22502049999999985
uusss,1.6666666666666667,-3,1.5,Energy,0.023172500000000262
uusss,1.6666666666666667,-3,2.5,Energy,0.27136550000000037
uussc,1.6666666666666667,-2,0.5,Allowed,-97.7551865
uussc,1.6666666666666667,-2,1.5,Allowed,-97.5069935
uussc,1.6666666666666667,-2,2.5,Allowed,-97.2588005
uussb,1.6666666666666667,-2,0.5,Allowed,-94.8551865
uussb,1.6666666666666667,-2,1.5,Allowed,-94.6069935
uussb,1.6666666666666667,-2,2.5,Allowed,-94.3588005
uussU,1.0,-2,0.5,Allowed,-0.2112864999999997
uussU,1.0,-2,1.5,Energy,0.036906500000000175
uussU,1.0,-2,2.5,Energy,0.2850995000000003
uussD,1.0,-2,0.5,Allowed,-0.2112864999999997
uussD,1.0,-2,1.5,Energy,0.036906500000000175
uussD,1.0,-2,2.5,Energy,0.2850995000000003
uussS,1.0,-1,0.5,Allowed,-0.09945249999999983
uussS,1.0,-1,1.5,Energy,0.14874050000000016
uussS,1.0,-1,2.5,Energy,0.39693350000000027
uussC,1.0,-2,0.5,Allowed,-97.8532865
uussC,1.0,-2,1.5,Allowed,-97.6050935
uussC,1.0,-2,2.5,Allowed,-97.3569005
uussB,1.0,-2,0.5,Allowed,-94.9532865
uussB,1.0,-2,1.5,Allowed,-94.7050935
uussB,1.0,-2,2.5,Allowed,-94.4569005
uuscc,1.6666666666666667,-1,0.5,Allowed,-96.4433525
uuscc,1.6666666666666667,-1,1.5,Allowed,-96.1951595
uuscc,1.6666666666666667,-1,2.5,Allowed,-95.9469665
uuscb,1.6666666666666667,-1,0.5,Allowed,-93.4633525
uuscb,1.6666666666666667,-1,1.5,Allowed,-93.2151595
uuscb,1.6666666666666667,-1,2.5,Allowed,-92.9669665
uuscU,1.0,-1,0.5,Allowed,-97.7414525
uuscU,1.0,-1,1.5,Allowed,-97.4932595
uuscU,1.0,-1,2.5,Allowed,-97.24506650000001
uuscD,1.0,-1,0.5,Allowed,-97.7414525
uuscD,1.0,-1,1.5,Allowed,-97.4932595
uuscD,1.0,-1,2.5,Allowed,-97.24506650000001
uuscS,1.0,0,0.5,Allowed,-97.6296185
uuscS,1.0,0,1.5,Allowed,-97.3814255
uuscS,1.0,0,2.5,Allowed,-97.1332325
uuscC,1.0,-1,0.5,Allowed,-96.46145250000001
uuscC,1.0,-1,1.5,Allowed,-96.2132595
uuscC,1.0,-1,2.5,Allowed,-95.9650665
uuscB,1.0,-1,0.5,Allowed,-93.5614525
uuscB,1.0,-1,1.5,Allowed,-93.3132595
uuscB,1.0,-1,2.5,Allowed,-93.0650665
uusbb,1.6666666666666667,-1,0.5,Allowed,-90.7233525
uusbb,1.6666666666666667,-1,1.5,Allowed,-90.4751595
uusbb,1.6666666666666667,-1,2.5,Allowed,-90.2269665
uusbU,1.0,-1,0.5,Allowed,-94.8414525
uusbU,1.0,-1,1.5,Allowed,-94.5932595
uusbU,1.0,-1,2.5,Allowed,-94.3450665
uusbD,1.0,-1,0.5,Allowed,-94.8414525
uusbD,1.0,-1,1.5,Allowed,-94.5932595
uusbD,1.0,-1,2.5,Allowed,-94.3450665
uusbS,1.0,0,0.5,Allowed,-94.7296185
uusbS,1.0,0,1.5,Allowed,-94.4814255
uusbS,1.0,0,2.5,Allowed,-94.2332325
uusbC,1.0,-1,0.5,Allowed,-93.5614525
uusbC,1.0,-1,1.5,Allowed,-93.3132595
uusbC,1.0,-1,2.5,Allowed,-93.0650665
uusbB,1.0,-1,0.5,Allowed,-90.6614525
uusbB,1.0,-1,1.5,Allowed,-90.4132595
uusbB,1.0,-1,2.5,Allowed,-90.1650665
uusUU,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
uusUU,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
uusUU,0.3333333333333333,-1,2.5,Energy,0.2988335000000002
uusUD,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
uusUD,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
uusUD,0.3333333333333333,-1,2.5,Energy,0.2988335000000002
uusUS,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uusUS,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uusUS,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uusUC,0.3333333333333333,-1,0.5,Allowed,-97.8395525
uusUC,0.3333333333333333,-1,1.5,Allowed,-97.5913595
uusUC,0.3333333333333333,-1,2.5,Allowed,-97.3431665
uusUB,0.3333333333333333,-1,0.5,Allowed,-94.9395525
uusUB,0.3333333333333333,-1,1.5,Allowed,-94.6913595
uusUB,0.3333333333333333,-1,2.5,Allowed,-94.4431665
uusDD,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
uusDD,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
uusDD,0.3333333333333333,-1,2.5,Energy,0.2988335000000002
uusDS,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uusDS,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uusDS,0.3333333333333333,0,2.5,Energy,0.4106675000000002
uusDC,0.3333333333333333,-1,0.5,Allowed,-97.8395525
uusDC,0.3333333333333333,-1,1.5,Allowed,-97.5913595
uusDC,0.3333333333333333,-1,2.5,Allowed,-97.3431665
uusDB,0.3333333333333333,-1,0.5,Allowed,-94.9395525
uusDB,0.3333333333333333,-1,1.5,Allowed,-94.6913595
uusDB,0.3333333333333333,-1,2.5,Allowed,-94.4431665
uusSS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
uusSS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
uusSS,0.3333333333333333,1,2.5,Energy,0.5225015000000002
uusSC,0.3333333333333333,0,0.5,Allowed,-97.7277185
uusSC,0.3333333333333333,0,1.5,Allowed,-97.4795255
uusSC,0.3333333333333333,0,2.5,Allowed,-97.2313325
uusSB,0.3333333333333333,0,0.5,Allowed,-94.8277185
uusSB,0.3333333333333333,0,1.5,Allowed,-94.5795255
uusSB,0.3333333333333333,0,2.5,Allowed,-94.3313325
uusCC,0.3333333333333333,-1,0.5,Allowed,-96.5595525
uusCC,0.3333333333333333,-1,1.5,Allowed,-96.3113595
uusCC,0.3333333333333333,-1,2.5,Allowed,-96.0631665
uusCB,0.3333333333333333,-1,0.5,Allowed,-93.6595525
uusCB,0.3333333333333333,-1,1.5,Allowed,-93.4113595
uusCB,0.3333333333333333,-1,2.5,Allowed,-93.1631665
uusBB,0.3333333333333333,-1,0.5,Allowed,-90.7595525
uusBB,0.3333333333333333,-1,1.5,Allowed,-90.5113595
uusBB,0.3333333333333333,-1,2.5,Allowed,-90.2631665
uuccc,1.6666666666666667,0,0.5,Allowed,-94.8015185
uuccc,1.6666666666666667,0,1.5,Allowed,-94.5533255
uuccc,1.6666666666666667,0,2.5,Allowed,-94.3051325
uuccb,1.6666666666666667,0,0.5,Allowed,-91.9015185
uuccb,1.6666666666666667,0,1.5,Allowed,-91.6533255
uuccb,1.6666666666666667,0,2.5,Allowed,-91.40513250000001
uuccU,1.0,0,0.5,Allowed,-0.46461850000000027
uuccU,1.0,0,1.5,Allowed,-0.21642550000000016
uuccU,1.0,0,2.5,Energy,0.03176749999999995
uuccD,1.0,0,0.5,Allowed,-0.46461850000000027
uuccD,1.0,0,1.5,Allowed,-0.21642550000000016
uuccD,1.0,0,2.5,Energy,0.03176749999999995
uuccS,1.0,1,0.5,Allowed,-0.35278449999999983
uuccS,1.0,1,1.5,Allowed,-0.10459149999999973
uuccS,1.0,1,2.5,Energy,0.14360149999999994
uuccC,1.0,0,0.5,Allowed,-94.8996185
uuccC,1.0,0,1.5,Allowed,-94.6514255
uuccC,1.0,0,2.5,Allowed,-94.4032325
uuccB,1.0,0,0.5,Energy,3.9653815000000012
uuccB,1.0,0,1.5,Energy,4.2135745
uuccB,1.0,0,2.5,Energy,4.4617675000000006
uucbb,1.6666666666666667,0,0.5,Allowed,-89.0815185
uucbb,1.6666666666666667,0,1.5,Allowed,-88.8333255
uucbb,1.6666666666666667,0,2.5,Allowed,-88.5851325
uucbU,1.0,0,0.5,Allowed,-93.4496185
uucbU,1.0,0,1.5,Allowed,-93.2014255
uucbU,1.0,0,2.5,Allowed,-92.9532325
uucbD,1.0,0,0.5,Allowed,-93.4496185
uucbD,1.0,0,1.5,Allowed,-93.2014255
uucbD,1.0,0,2.5,Allowed,-92.9532325
uucbS,1.0,1,0.5,Allowed,-93.3377845
uucbS,1.0,1,1.5,Allowed,-93.0895915
uucbS,1.0,1,2.5,Allowed,-92.8413985
uucbC,1.0,0,0.5,Allowed,-91.9196185
uucbC,1.0,0,1.5,Allowed,-91.6714255
uucbC,1.0,0,2.5,Allowed,-91.4232325
uucbB,1.0,0,0.5,Allowed,-89.0196185
uucbB,1.0,0,1.5,Allowed,-88.7714255
uucbB,1.0,0,2.5,Allowed,-88.5232325
uucUU,0.3333333333333333,0,0.5,Allowed,-97.7277185
uucUU,0.3333333333333333,0,1.5,Allowed,-97.4795255
uucUU,0.3333333333333333,0,2.5,Allowed,-97.2313325
uucUD,0.3333333333333333,0,0.5,Allowed,-97.7277185
uucUD,0.3333333333333333,0,1.5,Allowed,-97.4795255
uucUD,0.3333333333333333,0,2.5,Allowed,-97.2313325
uucUS,0.3333333333333333,1,0.5,Allowed,-97.61588449999999
uucUS,0.3333333333333333,1,1.5,Allowed,-97.3676915
uucUS,0.3333333333333333,1,2.5,Allowed,-97.1194985
uucUC,0.3333333333333333,0,0.5,Allowed,-96.4477185
uucUC,0.3333333333333333,0,1.5,Allowed,-96.1995255
uucUC,0.3333333333333333,0,2.5,Allowed,-95.9513325
uucUB,0.3333333333333333,0,0.5,Allowed,-93.5477185
uucUB,0.3333333333333333,0,1.5,Allowed,-93.2995255
uucUB,0.3333333333333333,0,2.5,Allowed,-93.0513325
uucDD,0.3333333333333333,0,0.5,Allowed,-97.7277185
uucDD,0.3333333333333333,0,1.5,Allowed,-97.4795255
uucDD,0.3333333333333333,0,2.5,Allowed,-97.2313325
uucDS,0.3333333333333333,1,0.5,Allowed,-97.61588449999999
uucDS,0.3333333333333333,1,1.5,Allowed,-97.3676915
uucDS,0.3333333333333333,1,2.5,Allowed,-97.1194985
uucDC,0.3333333333333333,0,0.5,Allowed,-96.4477185
uucDC,0.3333333333333333,0,1.5,Allowed,-96.1995255
uucDC,0.3333333333333333,0,2.5,Allowed,-95.9513325
uucDB,0.3333333333333333,0,0.5,Allowed,-93.5477185
uucDB,0.3333333333333333,0,1.5,Allowed,-93.2995255
uucDB,0.3333333333333333,0,2.5,Allowed,-93.0513325
uucSS,0.3333333333333333,2,0.5,Allowed,-97.5040505
uucSS,0.3333333333333333,2,1.5,Allowed,-97.2558575
uucSS,0.3333333333333333,2,2.5,Allowed,-97.0076645
uucSC,0.3333333333333333,1,0.5,Allowed,-96.3358845
uucSC,0.3333333333333333,1,1.5,Allowed,-96.0876915
uucSC,0.3333333333333333,1,2.5,Allowed,-95.8394985
uucSB,0.3333333333333333,1,0.5,Allowed,-93.4358845
uucSB,0.3333333333333333,1,1.5,Allowed,-93.1876915
uucSB,0.3333333333333333,1,2.5,Allowed,-92.9394985
uucCC,0.3333333333333333,0,0.5,Allowed,-94.9177185
uucCC,0.3333333333333333,0,1.5,Allowed,-94.6695255
uucCC,0.3333333333333333,0,2.5,Allowed,-94.4213325
uucCB,0.3333333333333333,0,0.5,Allowed,-92.0177185
uucCB,0.3333333333333333,0,1.5,Allowed,-91.7695255
uucCB,0.3333333333333333,0,2.5,Allowed,-91.5213325
uucBB,0.3333333333333333,0,0.5,Allowed,-89.1177185
uucBB,0.3333333333333333,0,1.5,Allowed,-88.86952550000001
uucBB,0.3333333333333333,0,2.5,Allowed,-88.6213325
uubbb,1.6666666666666667,0,0.5,Allowed,-86.1815185
uubbb,1.6666666666666667,0,1.5,Allowed,-85.9333255
uubbb,1.6666666666666667,0,2.5,Allowed,-85.68513250000001
uubbU,1.0,0,0.5,Allowed,-90.7096185
uubbU,1.0,0,1.5,Allowed,-90.4614255
uubbU,1.0,0,2.5,Allowed,-90.2132325
uubbD,1.0,0,0.5,Allowed,-90.7096185
uubbD,1.0,0,1.5,Allowed,-90.4614255
uubbD,1.0,0,2.5,Allowed,-90.2132325
uubbS,1.0,1,0.5,Allowed,-90.5977845
uubbS,1.0,1,1.5,Allowed,-90.3495915
uubbS,1.0,1,2.5,Allowed,-90.1013985
uubbC,1.0,0,0.5,Allowed,-89.1796185
uubbC,1.0,0,1.5,Allowed,-88.9314255
uubbC,1.0,0,2.5,Allowed,-88.6832325
uubbB,1.0,0,0.5,Allowed,-86.2796185
uubbB,1.0,0,1.5,Allowed,-86.0314255
uubbB,1.0,0,2.5,Allowed,-85.7832325
uubUU,0.3333333333333333,0,0.5,Allowed,-94.8277185
uubUU,0.3333333333333333,0,1.5,Allowed,-94.5795255
uubUU,0.3333333333333333,0,2.5,Allowed,-94.3313325
uubUD,0.3333333333333333,0,0.5,Allowed,-94.8277185
uubUD,0.3333333333333333,0,1.5,Allowed,-94.5795255
uubUD,0.3333333333333333,0,2.5,Allowed,-94.3313325
uubUS,0.3333333333333333,1,0.5,Allowed,-94.7158845
uubUS,0.3333333333333333,1,1.5,Allowed,-94.4676915
uubUS,0.3333333333333333,1,2.5,Allowed,-94.2194985
uubUC,0.3333333333333333,0,0.5,Allowed,-93.5477185
uubUC,0.3333333333333333,0,1.5,Allowed,-93.2995255
uubUC,0.3333333333333333,0,2.5,Allowed,-93.0513325
uubUB,0.3333333333333333,0,0.5,Allowed,-90.6477185
uubUB,0.3333333333333333,0,1.5,Allowed,-90.3995255
uubUB,0.3333333333333333,0,2.5,Allowed,-90.1513325
uubDD,0.3333333333333333,0,0.5,Allowed,-94.8277185
uubDD,0.3333333333333333,0,1.5,Allowed,-94.5795255
uubDD,0.3333333333333333,0,2.5,Allowed,-94.3313325
uubDS,0.3333333333333333,1,0.5,Allowed,-94.7158845
uubDS,0.3333333333333333,1,1.5,Allowed,-94.4676915
uubDS,0.3333333333333333,1,2.5,Allowed,-94.2194985
uubDC,0.3333333333333333,0,0.5,Allowed,-93.5477185
uubDC,0.3333333333333333,0,1.5,Allowed,-93.2995255
uubDC,0.3333333333333333,0,2.5,Allowed,-93.0513325
uubDB,0.3333333333333333,0,0.5,Allowed,-90.6477185
uubDB,0.3333333333333333,0,1.5,Allowed,-90.3995255
uubDB,0.3333333333333333,0,2.5,Allowed,-90.1513325
uubSS,0.3333333333333333,2,0.5,Allowed,-94.6040505
uubSS,0.3333333333333333,2,1.5,Allowed,-94.3558575
uubSS,0.3333333333333333,2,2.5,Allowed,-94.1076645
uubSC,0.3333333333333333,1,0.5,Allowed,-93.4358845
uubSC,0.3333333333333333,1,1.5,Allowed,-93.1876915
uubSC,0.3333333333333333,1,2.5,Allowed,-92.9394985
uubSB,0.3333333333333333,1,0.5,Allowed,-90.5358845
uubSB,0.3333333333333333,1,1.5,Allowed,-90.2876915
uubSB,0.3333333333333333,1,2.5,Allowed,-90.03949850000001
uubCC,0.3333333333333333,0,0.5,Allowed,-92.0177185
uubCC,0.3333333333333333,0,1.5,Allowed,-91.7695255
uubCC,0.3333333333333333,0,2.5,Allowed,-91.5213325
uubCB,0.3333333333333333,0,0.5,Allowed,-89.1177185
uubCB,0.3333333333333333,0,1.5,Allowed,-88.86952550000001
uubCB,0.3333333333333333,0,2.5,Allowed,-88.6213325
uubBB,0.3333333333333333,0,0.5,Allowed,-86.2177185
uubBB,0.3333333333333333,0,1.5,Allowed,-85.9695255
uubBB,0.3333333333333333,0,2.5,Allowed,-85.7213325
uuUUU,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
uuUUU,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
uuUUU,-0.3333333333333333,0,2.5,Energy,0.31256750000000033
uuUUD,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
uuUUD,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
